,town_symbol,town_name,location_symbol,ballot_address,ballot_location,bldg_nubmer,street,geocode_address,Latitude,Longitude
10171,2200,דימונה,8,שד בן גוריון,"בי""ס תיכון דתי אפלמן",,שד בן גוריון,"שד בן גוריון, דימונה",31.0721776,35.0345876
10177,2200,דימונה,3,"מ""ג המעפילים",מרכז רב-נכותי (יוספטל לשעבר),,"מ""ג המעפילים","מ""ג המעפילים, דימונה",31.066701,35.034233
10180,2200,דימונה,12,"בר כוכבא,210 ","מועדון ויצ""ו",210,בר כוכבא,"בר כוכבא 210, דימונה",31.063923,35.035818
10181,2200,דימונה,1,כובשי אילת,"בי""ס גבריאל",,כובשי אילת,"כובשי אילת, דימונה",31.0637199,35.0398805
10182,2200,דימונה,76,"הצבר,88 ","מרכז נוער-מתנ""ס",88,הצבר,"הצבר 88, דימונה",31.062415,35.036033
10185,2200,דימונה,6,"העצמאות,52 ","בי''ס ממלכתי ע""ש רבין",52,העצמאות,"העצמאות 52, דימונה",31.069589,35.0294409
10187,2200,דימונה,13,שד בן גוריון,"בי""ס בן עטר",,שד בן גוריון,"שד בן גוריון, דימונה",31.0721776,35.0345876
10189,2200,דימונה,5,"רחבת רמב""ם","בי""ס נווה",,"רחבת רמב""ם","רחבת רמב""ם, דימונה",31.076814,35.038635
10191,2200,דימונה,14,שד בן גוריון,"בי""ס רב תחומי ליהמן",,שד בן גוריון,"שד בן גוריון, דימונה",31.0721776,35.0345876
10194,2200,דימונה,2,"המעפיל,1 ","בי""ס ממלכתי ""דקלים""",1,המעפיל,"המעפיל 1, דימונה",31.07181,35.039136
10196,2200,דימונה,70,שבזי שלום,"בי""ס בגין",,שבזי שלום,"שבזי שלום, דימונה",31.0732935,35.0422545
10201,2200,דימונה,23,כורזין,מרכז פיס גנים,,כורזין,"כורזין, דימונה",31.0550617,35.0395224
10203,2200,דימונה,72,"דולב,11 ",גן אלון ישן,11,דולב,"דולב 11, דימונה",31.0797817,35.0429135
10205,2200,דימונה,20,"דפנה,9 ",בית המתנדב,9,דפנה,"דפנה 9, דימונה",31.0798362,35.0398278
10206,2200,דימונה,75,"הר גבים,1 ","אשכול גנים ע""ש נעמי שמר",1,הר גבים,"הר גבים 1, דימונה",31.084237,35.030631
10207,2200,דימונה,71,"שיקמה,24 ",מועדון פיס לנוער,24,שיקמה,"שיקמה 24, דימונה",31.0812636,35.040064
10209,2200,דימונה,17,"ברקן,18 ",בית הגננת מתחם גנים,18,ברקן,"ברקן 18, דימונה",31.079001,35.040634
10214,2200,דימונה,15,"גמלא,44 ",גן ילדים הדס וזית,44,גמלא,"גמלא 44, דימונה",31.055889,35.037217
10216,2200,דימונה,22,"רחבת האצ""ל","בי""ס ע""ש יצחק שדה",,"רחבת האצ""ל","רחבת האצ""ל, דימונה",31.073599,35.028032
10220,2200,דימונה,18,דרך ברלב,"בי""ס אחווה",,דרך ברלב,"דרך ברלב, דימונה",31.0691266,35.0390414
10221,2200,דימונה,74,מחנה עדי,מחנה עדי,,מחנה עדי,"מחנה עדי, דימונה",31.069419,35.033363
10222,1241,דקל,1,דקל,מועדון,,דקל,"דקל, דקל",32.8223665,34.9947486
10223,1349,דריג'את,1,דריג'את,מבנה רב תכליתי,,דריג'את,"דריג'את, דריג'את",31.301885,35.076793
10224,1169,הוואשלה (שבט),1,הוואשלה (שבט),ביס חסין אל הוואשלה,,הוואשלה (שבט),"הוואשלה (שבט), הוואשלה (שבט)",31.092227,34.979069
10226,956,הוזייל (שבט),1,הוזייל (שבט),"בי""ס אלהוזייל",,הוזייל (שבט),"הוזייל (שבט), הוזייל (שבט)",,
10228,1261,הר עמשא,1,הר עמשא,מועדון קהילתי (גדול),,הר עמשא,"הר עמשא, הר עמשא",31.342717,35.101599
10229,1065,זמרת,1,זמרת,מועדון,,זמרת,"זמרת, זמרת",31.447853,34.552288
10230,2064,זרועה,1,זרועה,מועדון,,זרועה,"זרועה, זרועה",31.459133,34.624161
10231,1239,חולית,1,חולית,מזכירות (חדר ישיבות),,חולית,"חולית, חולית",31.230563,34.32734
10232,1303,חורה,4,שכ 9,"בי""ס אלביאדר",,שכ 9,"שכ 9, חורה",31.302178,34.942051
10233,1303,חורה,2,שכ 4,"בי""ס יסודי אלמג'ד",,שכ 4,"שכ 4, חורה",31.296525,34.946269
10235,1303,חורה,5,שכ 6,"בי""ס אלנדלוס",,שכ 6,"שכ 6, חורה",31.289593,34.941354
10237,1303,חורה,8,שכ 17,"בי""ס אל נור",,שכ 17,"שכ 17, חורה",31.305302,34.930624
10240,1303,חורה,7,שכ 9,"בי""ס יסודי אל מוסתקבל",,שכ 9,"שכ 9, חורה",31.302178,34.942051
10243,1303,חורה,3,חורה,"בי""ס אלעטאונה",,חורה,"חורה, חורה",31.300399,34.935688
10247,13,חצבה,1,חצבה,מועדון,,חצבה,"חצבה, חצבה",30.767942,35.278498
10248,397,חצרים,2,חצרים,בית הילדים,,חצרים,"חצרים, חצרים",31.240603,34.717427
10250,1177,טללים,1,טללים,מועדון,,טללים,"טללים, טללים",30.991511,34.771261
10251,3743,טנא,1,טנא,מועדון היישוב,,טנא,"טנא, טנא",31.376132,34.957383
10252,1232,יבול,1,יבול,מועדון נוער,,יבול,"יבול, יבול",31.189458,34.318952
10253,1158,יהל,1,יהל,מועדון,,יהל,"יהל, יהל",30.084234,35.128393
10254,803,יושיביה,1,יושיביה,מועדון,,יושיביה,"יושיביה, יושיביה",31.444699,34.608784
10255,866,יטבתה,1,יטבתה,מועדון לחבר,,יטבתה,"יטבתה, יטבתה",29.896322,35.059227
10257,831,ירוחם,2,"הפלמ""ח","בי""ס המאוחד (לשעבר אלי כהן)",,"הפלמ""ח","הפלמ""ח, ירוחם",30.987961,34.934036
10259,831,ירוחם,5,"ההגנה,926 ",גן ילדים חצב,926,ההגנה,"ההגנה 926, ירוחם",30.9895628,34.9357765
10261,831,ירוחם,3,ההדרים,מועדון שכונתי (נאות הדר),,ההדרים,"ההדרים, ירוחם",30.991577,34.9288782
10262,831,ירוחם,6,"בר כוכבא,23 ","בי""ס קול יעקב",23,בר כוכבא,"בר כוכבא 23, ירוחם",30.986637,34.9294008
10263,831,ירוחם,7,"בורנשטיין צבי,927 ",אולפן למוזיקה,927,בורנשטיין צבי,"בורנשטיין צבי 927, ירוחם",30.9863805,34.9327399
10264,831,ירוחם,1,"רבי כדיר בוכריס,903 ",מועצה מקומית - בנין ישן,903,רבי כדיר בוכריס,"רבי כדיר בוכריס 903, ירוחם",30.987804,34.929741
10265,831,ירוחם,8,"הדקל,900 ",גן ילדים נרקיס,900,הדקל,"הדקל 900, ירוחם",30.991399,34.9205243
10266,831,ירוחם,4,"בורנשטיין צבי,918 ","מתנ""ס",918,בורנשטיין צבי,"בורנשטיין צבי 918, ירוחם",30.9859596,34.9325605
10268,831,ירוחם,9,"הסהר,281 ",משרד החברה הכלכלית,281,הסהר,"הסהר 281, ירוחם",30.9885158,34.9125959
10269,831,ירוחם,12,הקשת,מקלט,,הקשת,"הקשת, ירוחם",30.9873221,34.9134322
10270,831,ירוחם,13,"קנית,1 ",בית שולמית מעון יום,1,קנית,"קנית 1, ירוחם",30.986165,34.915762
10272,916,ישע,1,ישע,מזכירות ועד חקלאי,,ישע,"ישע, ישע",31.247595,34.403091
10273,1227,יתד,1,יתד,מועדון כללי,,יתד,"יתד, יתד",31.207042,34.326126
10274,1367,כחלה,1,כחלה,"בי""ס יסודי - כוחלה אבו רביע",,כחלה,"כחלה, כחלה",31.287112,35.048572
10275,840,כיסופים,1,כיסופים,מזכירות,,כיסופים,"כיסופים, כיסופים",31.374545,34.398992
10276,1291,כמהין,1,כמהין,מזכירות (מועדון),,כמהין,"כמהין, כמהין",30.910327,34.430725
10277,1059,כסיפה,9,שכ 42,מעון בית חלומותי,,שכ 42,"שכ 42, כסיפה",31.240359,35.094176
10279,1059,כסיפה,1,שכ 33,"בי""ס תל אל מלח",,שכ 33,"שכ 33, כסיפה",31.238268,35.086212
10282,1059,כסיפה,6,שכ 18,"בי""ס הרב תחומי",,שכ 18,"שכ 18, כסיפה",31.251635,35.069684
10283,1059,כסיפה,2,שכ 32,"בי""ס אבו ואדי חט""צ",,שכ 32,"שכ 32, כסיפה",31.244899,35.091191
10287,1059,כסיפה,8,שכ 30,בית ספר אלאמל,,שכ 30,"שכ 30, כסיפה",31.250282,35.086346
10289,1059,כסיפה,4,שכ 18,"בי""ס חאמד אבו רביעה",,שכ 18,"שכ 18, כסיפה",31.251635,35.069684
10291,1059,כסיפה,7,כסיפה,"בי""ס יסודי אבו ואדי",,כסיפה,"כסיפה, כסיפה",31.249246,35.083681
10294,1095,כפר מימון,1,כפר מימון,בית העם,,כפר מימון,"כפר מימון, כפר מימון",31.431401,34.53718
10295,1085,כרם שלום,1,כרם שלום,מועדון,,כרם שלום,"כרם שלום, כרם שלום",31.228281,34.284559
10296,1198,כרמים,1,כרמים,מועדון,,כרמים,"כרמים, כרמים",31.333464,34.917879
10297,3656,כרמל,1,כרמל,אולם שמחות,,כרמל,"כרמל, כרמל",31.432786,35.182268
10298,2023,להב,1,להב,מועדון הקיבוץ,,להב,"להב, להב",31.379363,34.871311
10299,1271,להבים,1,"ורד,9 ","בי""ס להבים",9,ורד,"ורד 9, להבים",31.3735757,34.81835
10303,1271,להבים,2,"ורד,9 ","בי""ס יסודי קהילתי",9,ורד,"ורד 9, להבים",31.3735757,34.81835
10308,1255,לוטן,1,לוטן,מועדון,,לוטן,"לוטן, לוטן",29.988263,35.086776
10309,1060,לקיה,4,לקיה,"בי""ס עבדראבה",,לקיה,"לקיה, לקיה",31.324884,34.866219
10310,1060,לקיה,3,שכ 8,"בי""ס יסודי אלעהד",,שכ 8,"שכ 8, לקיה",31.317123,34.85757
10311,1060,לקיה,1,לקיה,"בי""ס תיכון לקיה",,לקיה,"לקיה, לקיה",31.324884,34.866219
10316,1060,לקיה,7,שכ 15,"בי""ס מקיף אקראא",,שכ 15,"שכ 15, לקיה",31.322206,34.866904
10319,1060,לקיה,2,לקיה,חטיבת ביניים,,לקיה,"לקיה, לקיה",31.324884,34.866219
10323,1080,מבועים,1,מבועים,"בי""ס מ""מ (כתות א - ג)",,מבועים,"מבועים, מבועים",31.44945,34.654994
10325,829,מבטחים,1,מבטחים,מועדון במבנה המזכירות,,מבטחים,"מבטחים, מבטחים",31.242423,34.407488
10326,695,מגן,1,מגן,מזכירות,,מגן,"מגן, מגן",31.298108,34.427059
10327,1140,מדרשת בן גוריון,2,מדרשת בן גוריון,"בי""ס יסודי צין",,מדרשת בן גוריון,"מדרשת בן גוריון, מדרשת בן גוריון",30.852297,34.7834
10329,1418,מחנה טלי,1,מחנה טלי,מזכירות,,מחנה טלי,"מחנה טלי, מחנה טלי",30.7820644,34.6667495
10330,1416,מחנה יוכבד,1,מחנה יוכבד,מזכירות,,מחנה יוכבד,"מחנה יוכבד, מחנה יוכבד",29.952075,34.934344
10331,1415,מחנה יפה,1,מחנה יפה,מועדון משפחות,,מחנה יפה,"מחנה יפה, מחנה יפה",,
10332,1268,מיתר,2,"שדרות עומרים,1 ","בי""ס ממ""ד חמדת",1,שדרות עומרים,"שדרות עומרים 1, מיתר",31.326,34.93926
10338,1268,מיתר,1,"שדרות המייסדים,1 ","מתנס מיתר לשעבר בי""ס מיתרים",1,שדרות המייסדים,"שדרות המייסדים 1, מיתר",31.3251777,34.9395937
10342,1268,מיתר,3,"דרורית,1 ",מתחם גני ילדים,1,דרורית,"דרורית 1, מיתר",31.33068,34.89109
10345,1343,מכחול,1,מכחול,"בי""ס יסודי מכחול",,מכחול,"מכחול, מכחול",31.288515,35.075736
10346,2044,מלילות,1,מלילות,מזכירות,,מלילות,"מלילות, מלילות",31.389897,34.595243
10347,748,מסלול,1,מסלול,"מועדון ע""י המזכירות",,מסלול,"מסלול, מסלול",31.323677,34.590761
10348,939,מסעודין אל-עזאזמה,2,"מסעודין אל-עזאזמה,38 ","בי""ס שגב שלום מבנה כיתות שמאלי",38,מסעודין אל-עזאזמה,"מסעודין אל-עזאזמה 38, מסעודין אל-עזאזמה",,
10350,939,מסעודין אל-עזאזמה,4,מסעודין אל-עזאזמה,"בי""ס שגב שלום מבנה כיתות אמצעי",,מסעודין אל-עזאזמה,"מסעודין אל-עזאזמה, מסעודין אל-עזאזמה",,
10352,939,מסעודין אל-עזאזמה,1,"מסעודין אל-עזאזמה,38 ","בי""ס שגב שלום מבנה כיתות ימני",38,מסעודין אל-עזאזמה,"מסעודין אל-עזאזמה 38, מסעודין אל-עזאזמה",,
10355,939,מסעודין אל-עזאזמה,3,"שגב-שלום,",בית ספר תיכון חדש אלסלאם,,שגב-שלום,"שגב-שלום, מסעודין אל-עזאזמה",31.198361,34.839665
10362,1082,מעגלים,1,מעגלים,מועדון- בית העם,,מעגלים,"מעגלים, מעגלים",31.398859,34.598239
10364,3657,מעון,1,מעון,מזכירות ספריה,,מעון,"מעון, מעון",31.414592,35.163893
10365,3745,מצדות יהודה,1,מצדות יהודה,מועדון (חדר יותר גדול),,מצדות יהודה,"מצדות יהודה, מצדות יהודה",31.365586,35.11134
10366,99,מצפה רמון,1,"שד בן גוריון,12 ","מתנ""ס ע""ש ס. רובין",12,שד בן גוריון,"שד בן גוריון 12, מצפה רמון",30.6115066,34.8025951
10368,99,מצפה רמון,2,"גנדי (רחבעם זאבי),2 ","תיכון ""השלום""",2,גנדי (רחבעם זאבי),"גנדי (רחבעם זאבי) 2, מצפה רמון",30.6065662,34.7989044
10373,1340,מרחב עם,1,מרחב עם,מרכז תרבות וקהילה,,מרחב עם,"מרחב עם, מרחב עם",30.888022,34.828175
10374,421,משאבי שדה,1,משאבי שדה,מועדון לחבר,,משאבי שדה,"משאבי שדה, משאבי שדה",31.004042,34.785029
10375,395,משמר הנגב,1,משמר הנגב,מועדון,,משמר הנגב,"משמר הנגב, משמר הנגב",31.364796,34.717968
10376,395,משמר הנגב,2,משמר הנגב,חדר האוכל,,משמר הנגב,"משמר הנגב, משמר הנגב",31.364796,34.717968
10377,1124,נאות הכיכר,1,נאות הכיכר,מועדון פיס,,נאות הכיכר,"נאות הכיכר, נאות הכיכר",30.933368,35.378126
10378,1197,נאות סמדר,1,נאות סמדר,מועדון,,נאות סמדר,"נאות סמדר, נאות סמדר",30.049079,35.028106
10379,396,נבטים,1,נבטים,בית הקשיש,,נבטים,"נבטים, נבטים",31.219761,34.882488
10381,1366,נווה,1,נווה,מועדון,,נווה,"נווה, נווה",31.162183,34.329827
10382,1057,נווה זוהר,1,נווה זוהר,מועצה אזורית תמר,,נווה זוהר,"נווה זוהר, נווה זוהר",31.152068,35.364771
10383,1195,ניצנה (קהילת חינוך),1,מרכז קליטה,מועדון,,מרכז קליטה,"מרכז קליטה, ניצנה (קהילת חינוך)",30.885983,34.4225689
10384,1280,ניצני סיני,1,ניצני סיני,"מועדון ע""י המזכירות",,ניצני סיני,"ניצני סיני, ניצני סיני",30.903428,34.396679
10385,402,ניר יצחק,1,ניר יצחק,מזכירות,,ניר יצחק,"ניר יצחק, ניר יצחק",31.23604,34.356702
10386,2047,ניר משה,1,ניר משה,בית העם,,ניר משה,"ניר משה, ניר משה",31.477456,34.630085
10387,69,ניר עוז,1,ניר עוז,מועדון בית חם - גן כחול,,ניר עוז,"ניר עוז, ניר עוז",31.309697,34.402075
10388,2048,ניר עקיבא,1,ניר עקיבא,בית העם,,ניר עקיבא,"ניר עקיבא, ניר עקיבא",31.469933,34.646166
10389,602,נירים,2,נירים,מזכירות - חדר ישיבות,,נירים,"נירים, נירים",31.33573,34.394087
10390,1041,נצאצרה (שבט),1,נצאצרה (שבט),ביס תל אל מלח כסיפה,,נצאצרה (שבט),"נצאצרה (שבט), נצאצרה (שבט)",,
10391,246,נתיבות,4,הרב חורי חיים,"בי""ס ממד נועם אליהו",,הרב חורי חיים,"הרב חורי חיים, נתיבות",31.4259386,34.5965093
10392,246,נתיבות,1,חפץ חיים,"בית חינוך חב""ד",,חפץ חיים,"חפץ חיים, נתיבות",31.4236739,34.5961953
10396,246,נתיבות,19,מלכי ישראל,"בי""ס נווה יעקב",,מלכי ישראל,"מלכי ישראל, נתיבות",31.4209397,34.5917669
10398,246,נתיבות,13,"החזון איש,5 ",מועדון קשישים - בית היוצר,5,החזון איש,"החזון איש 5, נתיבות",31.423196,34.595254
10399,246,נתיבות,3,"הרב גרשונוביץ,202 ","בי""ס אוהל תמר",202,הרב גרשונוביץ,"הרב גרשונוביץ 202, נתיבות",31.4269506,34.5874147
10401,246,נתיבות,18,ורדימון יצחק,מעון רינת חנניה,,ורדימון יצחק,"ורדימון יצחק, נתיבות",31.423196,34.595254
10402,246,נתיבות,22,ורדימון יצחק,גן ילדים מרים,,ורדימון יצחק,"ורדימון יצחק, נתיבות",31.423196,34.595254
10403,246,נתיבות,31,"הרב צבאן,32 ","תיכון דתי לבנות ע""ש המר-נתיבות",32,הרב צבאן,"הרב צבאן 32, נתיבות",31.4177711,34.5797029
10405,246,נתיבות,10,הרב צבאן,"בי""ס נועם אורות",,הרב צבאן,"הרב צבאן, נתיבות",31.4175303,34.5812336
10408,246,נתיבות,29,"הרב מזוז,8 ","בי""ס נתיבי אור",8,הרב מזוז,"הרב מזוז 8, נתיבות",31.428789,34.583539
10409,246,נתיבות,6,שכ הורד,"בי""ס ממלכתי ע""ש יצחק רבין",,שכ הורד,"שכ הורד, נתיבות",31.419651,34.583855
10410,246,נתיבות,7,העצמאות,מרכז פיס לנוער,,העצמאות,"העצמאות, נתיבות",31.4217879,34.5865188
10411,246,נתיבות,25,"שד ירושלים,185 ",כותר פיס,185,שד ירושלים,"שד ירושלים 185, נתיבות",31.4185544,34.578778
10415,246,נתיבות,8,"חיל הנדסה,18 ","גן יעלים , גן גולן",18,חיל הנדסה,"חיל הנדסה 18, נתיבות",31.424422,34.582997
10417,246,נתיבות,26,"קטיף,82 ",תיכון דתי לבנים - דרכא,82,קטיף,"קטיף 82, נתיבות",31.418996,34.5735307
10424,246,נתיבות,21,"זית,2 ",מועדון פיס לגיל הזהב,2,זית,"זית 2, נתיבות",31.414195,34.5836875
10427,246,נתיבות,12,הרב צבאן,"גנים (נאות נפתלי, רון אברהם)",,הרב צבאן,"הרב צבאן, נתיבות",31.4175303,34.5812336
10429,246,נתיבות,17,"הרב צבאן,32 ","אולפנה דרכא ע""ש המר",32,הרב צבאן,"הרב צבאן 32, נתיבות",31.4177711,34.5797029
10433,246,נתיבות,23,הרב צבאן,מרכז פיס לילד ולמשפחה,,הרב צבאן,"הרב צבאן, נתיבות",31.4175303,34.5812336
10434,246,נתיבות,32,"בדולח,1 ",ישיבה תיכונית דרכא-נתיבות,1,בדולח,"בדולח 1, נתיבות",31.42027,34.5711651
10439,246,נתיבות,30,"אריק איינשטיין,1 ",גן נווה שרון,1,אריק איינשטיין,"אריק איינשטיין 1, נתיבות",31.4352248,34.5836725
10442,3756,סוסיה,2,סוסיה,מועדון פיס,,סוסיה,"סוסיה, סוסיה",31.391051,35.110978
10444,1238,סופה,1,סופה,מזכירות,,סופה,"סופה, סופה",31.238309,34.341987
10445,1170,סייד (שבט),1,סייד (שבט),"בי""ס יסודי אל סייד",,סייד (שבט),"סייד (שבט), סייד (שבט)",31.281719,34.916298
10448,1156,סמר,1,סמר,סיפריה,,סמר,"סמר, סמר",29.833968,35.022204
10449,3777,סנסנה,1,סנסנה,ספרית בן-דור,,סנסנה,"סנסנה, סנסנה",31.361765,34.901003
10450,419,סעד,1,סעד,מועדון,,סעד,"סעד, סעד",31.470185,34.534356
10451,1360,סעוה,1,סעוה,אורט מולדה (אל אטרש),,סעוה,"סעוה, סעוה",31.261071,34.975564
10453,1176,ספיר,1,ספיר,"מועדון - ע""י הצרכניה",,ספיר,"ספיר, ספיר",31.5090643,34.5944391
10454,666,עומר,2,דפנה,"מועדון ""בית דפנה""",,דפנה,"דפנה, עומר",31.2623108,34.8444921
10455,666,עומר,3,הדר,"בי""ס עומרים - בנין 1 ו 2",,הדר,"הדר, עומר",31.2624278,34.8466111
10458,666,עומר,5,הדר,"בי""ס עומרים - בנין 8",,הדר,"הדר, עומר",31.2624278,34.8466111
10459,666,עומר,1,הדר,בית המוסיקה,,הדר,"הדר, עומר",31.2624278,34.8466111
10466,957,עוקבי (בנו עוקבה),1,עוקבי (בנו עוקבה),"בי""ס יסודי א' חורה א'",,עוקבי (בנו עוקבה),"עוקבי (בנו עוקבה), עוקבי (בנו עוקבה)",,
10467,969,עטאוונה (שבט),1,עטאוונה (שבט),"בי""ס אל-עטאונה - חורה",,עטאוונה (שבט),"עטאוונה (שבט), עטאוונה (שבט)",31.301882,34.926949
10468,1175,עידן,1,עידן,ספריה,,עידן,"עידן, עידן",30.806291,35.299946
10469,2042,עין גדי,1,עין גדי,מועדון,,עין גדי,"עין גדי, עין גדי",31.451191,35.383571
10470,1240,עין הבשור,1,עין הבשור,מועדון לחבר,,עין הבשור,"עין הבשור, עין הבשור",31.280895,34.443446
10471,1240,עין הבשור,2,עין הבשור,מועדון נוער,,עין הבשור,"עין הבשור, עין הבשור",31.280895,34.443446
10472,676,עין השלושה,1,עין השלושה,מועדון,,עין השלושה,"עין השלושה, עין השלושה",31.351722,34.403471
10473,806,עין יהב,1,עין יהב,מועדון חברים,,עין יהב,"עין יהב, עין יהב",30.658757,35.239656
10474,1251,עין תמר,1,עין תמר,מזכירות,,עין תמר,"עין תמר, עין תמר",30.943594,35.37407
10475,1146,עלומים,2,עלומים,מועדון לחבר,,עלומים,"עלומים, עלומים",31.453049,34.514711
10476,318,עמיעוז,1,עמיעוז,מועדון עמיעוז,,עמיעוז,"עמיעוז, עמיעוז",31.248463,34.413404
10477,2560,ערד,2,"שמעון,12 ","בי""ס לבאות",12,שמעון,"שמעון 12, ערד",31.2611376,35.2120367
10478,2560,ערד,29,"שמעון,44 ","בי""ס ממ""ד טללים",44,שמעון,"שמעון 44, ערד",31.25718,35.2053
10479,2560,ערד,5,"שד חן,49 ","בי""ס יסודי אבישור",49,שד חן,"שד חן 49, ערד",31.2560044,35.2071243
10482,2560,ערד,9,"צבר,11 ",בית המתנדב,11,צבר,"צבר 11, ערד",31.2546678,35.2178706
10483,2560,ערד,4,"רענן,9 ",מרכז גישור ודיאלוג,9,רענן,"רענן 9, ערד",31.2502967,35.2173154
10486,2560,ערד,3,"יאשיהו,4 ","בי""ס מקיף אורט",4,יאשיהו,"יאשיהו 4, ערד",31.2626016,35.2151474
10495,2560,ערד,26,"זמיר,40 ",מועדון גשר,40,זמיר,"זמיר 40, ערד",31.2672217,35.2133328
10496,2560,ערד,14,"דוכיפת,57 ",גן אנקור,57,דוכיפת,"דוכיפת 57, ערד",31.2700821,35.2120572
10497,2560,ערד,16,"דוכיפת,57 ",גן זמיר,57,דוכיפת,"דוכיפת 57, ערד",31.2700821,35.2120572
10498,2560,ערד,10,"שיזף,21 ","בי""ס חלמיש",21,שיזף,"שיזף 21, ערד",31.2607107,35.2041153
10503,2560,ערד,13,"דוכיפת,25 ",גן מעוף,25,דוכיפת,"דוכיפת 25, ערד",31.2704991,35.2126938
10504,2560,ערד,19,"יאשיהו,8 ",תפוח פיס,8,יאשיהו,"יאשיהו 8, ערד",31.2635978,35.2143511
10505,2560,ערד,23,"עיט,13 ",מאסטר קלאס מקלט,13,עיט,"עיט 13, ערד",31.269455,35.2132408
10506,2560,ערד,15,"אשד,22 ",גני ילדים גבים-אפיק,22,אשד,"אשד 22, ערד",31.2527251,35.200574
10508,2560,ערד,25,"אשד,25 ",מקלט,25,אשד,"אשד 25, ערד",31.2523712,35.2006506
10509,2560,ערד,24,"יהודה,20 ","בי""ס יעלים",20,יהודה,"יהודה 20, ערד",31.2577007,35.2133662
10515,1192,ערערה-בנגב,11,ערערה-בנגב,מועדון פיס לגיל הזהב,,ערערה-בנגב,"ערערה-בנגב, ערערה-בנגב",31.160927,35.019757
10516,1192,ערערה-בנגב,4,ערערה-בנגב,"בי""ס אבו עראר",,ערערה-בנגב,"ערערה-בנגב, ערערה-בנגב",31.160927,35.019757
10519,1192,ערערה-בנגב,12,ערערה-בנגב,"בי""ס אל חייאת",,ערערה-בנגב,"ערערה-בנגב, ערערה-בנגב",31.160927,35.019757
10521,1192,ערערה-בנגב,7,ערערה-בנגב,"ביה""ס יסודי אל נג'אח",,ערערה-בנגב,"ערערה-בנגב, ערערה-בנגב",31.160927,35.019757
10522,1192,ערערה-בנגב,8,ערערה-בנגב,"ביה""ס יסודי אלראזי",,ערערה-בנגב,"ערערה-בנגב, ערערה-בנגב",31.160927,35.019757
10525,1192,ערערה-בנגב,9,שכ 22,"בי""ס אבן חלדון",,שכ 22,"שכ 22, ערערה-בנגב",31.156867,35.040987
10527,1192,ערערה-בנגב,2,ערערה-בנגב,"בי""ס אל סלאם",,ערערה-בנגב,"ערערה-בנגב, ערערה-בנגב",31.160927,35.019757
10528,1192,ערערה-בנגב,1,ערערה-בנגב,"בי""ס תיכון מקיף",,ערערה-בנגב,"ערערה-בנגב, ערערה-בנגב",31.160927,35.019757
10530,1192,ערערה-בנגב,3,ערערה-בנגב,"בי""ס אבן סינא",,ערערה-בנגב,"ערערה-בנגב, ערערה-בנגב",31.160927,35.019757
10534,1151,פארן,1,פארן,מועדון,,פארן,"פארן, פארן",30.362646,35.155149
10535,750,פדויים,1,פדויים,בית העם,,פדויים,"פדויים, פדויים",31.326275,34.612069
10536,749,פטיש,1,פטיש,מזכירות-בית העם,,פטיש,"פטיש, פטיש",31.3259948,34.563565
10537,2059,"פעמי תש""ז",1,"פעמי תש""ז",בית העם,,"פעמי תש""ז","פעמי תש""ז, פעמי תש""ז",31.437967,34.692875
10538,1231,פרי גן,1,פרי גן,מועדון,,פרי גן,"פרי גן, פרי גן",31.222015,34.355936
10539,413,צאלים,1,צאלים,מועדון,,צאלים,"צאלים, צאלים",31.203909,34.533359
10540,1136,צוחר,1,צוחר,מועדון,,צוחר,"צוחר, צוחר",31.23717,34.426444
10541,1150,צופר,1,צופר,מזכירות,,צופר,"צופר, צופר",30.559394,35.181474
10542,1262,צוקים,2,צוקים,משכן האומנויות,,צוקים,"צוקים, צוקים",30.491551,35.165443
10543,1234,קבועה (שבט),1,קבועה (שבט),"בי""ס יסודי אל פרעה ב",,קבועה (שבט),"קבועה (שבט), קבועה (שבט)",,
10545,964,קודייראת א-צאנע(שבט),1,קודייראת א-צאנע,"בי""ס יסודי עבד רבה לקייה",,קודייראת א-צאנע,"קודייראת א-צאנע, קודייראת א-צאנע(שבט)",31.293107,35.10564
10548,972,קוואעין (שבט),1,קוואעין (שבט),"בי""ס אל-סאלם (עמל)",,קוואעין (שבט),"קוואעין (שבט), קוואעין (שבט)",,
10549,1052,קטורה,1,קטורה,מועדון חברים,,קטורה,"קטורה, קטורה",29.970887,35.061355
10550,414,קלחים,1,"קלחים,1 ",מועדון מרכזי,1,קלחים,"קלחים 1, קלחים",31.4554159,34.678501
10551,1347,קצר א-סר,1,קצר א-סר,מועדון פיס לנוער,,קצר א-סר,"קצר א-סר, קצר א-סר",31.083329,34.979579
10552,1347,קצר א-סר,3,קצר א-סר,"בי""ס אורט הואשלה",,קצר א-סר,"קצר א-סר, קצר א-סר",31.083329,34.979579
10554,354,רביבים,1,רביבים,מועדון,,רביבים,"רביבים, רביבים",31.045195,34.721086
10555,354,רביבים,2,רביבים,מרכז גולדה,,רביבים,"רביבים, רביבים",31.045195,34.721086
10556,1161,רהט,8,אבו עוביידה,"בי""ס אבו-עבידה רהט ח'",,אבו עוביידה,"אבו עוביידה, רהט",31.3994101,34.7625274
10558,1161,רהט,22,אל סנאבל,"בי""ס אל הודא",,אל סנאבל,"אל סנאבל, רהט",31.394548,34.753934
