,town_symbol,town_name,location_symbol,ballot_address,ballot_location,bldg_nubmer,street,geocode_address,Latitude,Longitude
2448,1206,גיתה,1,גיתה,"מועדון ע""ש אובריי ווינר",,גיתה,"גיתה, גיתה",32.967233,35.249125
2449,463,געתון,1,געתון,מועדון,,געתון,"געתון, געתון",33.006075,35.213831
2450,574,גשר הזיו,2,גשר הזיו,מועדון לחבר,,גשר הזיו,"גשר הזיו, גשר הזיו",33.040532,35.110563
2452,1208,הילה,1,הילה,מזכירות,,הילה,"הילה, הילה",,
2453,662,חוסן,1,חוסן,בית העם,,חוסן,"חוסן, חוסן",32.997699,35.298723
2454,662,חוסן,2,חוסן,בנין המרפאה,,חוסן,"חוסן, חוסן",32.997699,35.298723
2455,496,חורפיש,15,חורפיש,אשכול גנים מזרחי - גן האחווה,,חורפיש,"חורפיש, חורפיש",33.016688,35.347106
2456,496,חורפיש,16,חורפיש,אשכול גנים מזרחי -גן אל צדאקה,,חורפיש,"חורפיש, חורפיש",33.016688,35.347106
2457,496,חורפיש,18,חורפיש,חטיבת ביניים,,חורפיש,"חורפיש, חורפיש",33.016688,35.347106
2459,496,חורפיש,13,"חורפיש,1א",היכל התרבות,1א,חורפיש,"חורפיש 1א, חורפיש",33.016688,35.347106
2461,496,חורפיש,14,"חורפיש,1 ","בי""ס יסודי ב' -שכ' החיילים",1,חורפיש,"חורפיש 1, חורפיש",33.015808,35.353527
2462,496,חורפיש,17,חורפיש,"ביה""ס תיכון",,חורפיש,"חורפיש, חורפיש",33.016688,35.347106
2464,1272,חלוץ,1,חלוץ,מועדון חברים,,חלוץ,"חלוץ, חלוץ",32.95055,35.312278
2465,280,חניתה,1,חניתה,מועדון חברים,,חניתה,"חניתה, חניתה",33.087634,35.17343
2467,1209,חרשים,1,חרשים,מועדון,,חרשים,"חרשים, חרשים",32.957737,35.328217
2468,1181,טל-אל,1,הברוש,מועדון חברים,,הברוש,"הברוש, טל-אל",32.9268627,35.1761198
2469,1181,טל-אל,2,טל-אל,מועדון תרבות ופנאי למבוגרים,,טל-אל,"טל-אל, טל-אל",32.927306,35.182499
2470,1295,יאנוח-ג'ת,8,נג'מת אל-מג'ד,בית הקשיש כפר ג'ת,,נג'מת אל-מג'ד,"נג'מת אל-מג'ד, יאנוח-ג'ת",32.8708608,35.3037892
2471,1295,יאנוח-ג'ת,4,יאנוח,"ביה""ס יסודי ב'",,יאנוח,"יאנוח, יאנוח-ג'ת",32.983831,35.252612
2472,1295,יאנוח-ג'ת,6,יאנוח,"מתנ""ס יאנוח",,יאנוח,"יאנוח, יאנוח-ג'ת",32.983831,35.252612
2473,1295,יאנוח-ג'ת,3,יאנוח,"ביה""ס יסודי א'",,יאנוח,"יאנוח, יאנוח-ג'ת",32.983831,35.252612
2475,1295,יאנוח-ג'ת,7,ג'ת (בגליל),"בי""ס יסודי אלחקמה",,ג'ת (בגליל),"ג'ת (בגליל), יאנוח-ג'ת",32.973695,35.233118
2477,1295,יאנוח-ג'ת,5,מחמד סעד,בית הקשיש יאנוח,,מחמד סעד,"מחמד סעד, יאנוח-ג'ת",32.981568,35.241169
2478,1295,יאנוח-ג'ת,2,ג'ת (בגליל),"מתנ""ס ג'ת",,ג'ת (בגליל),"ג'ת (בגליל), יאנוח-ג'ת",32.973695,35.233118
2480,409,יחיעם,1,יחיעם,מועדון לחבר,,יחיעם,"יחיעם, יחיעם",32.996109,35.221091
2481,795,יערה,2,יערה,בית העם,,יערה,"יערה, יערה",33.068013,35.18608
2482,502,ירכא,4,"אלענקור,20 ","בי""ס אלנהדא",20,אלענקור,"אלענקור 20, ירכא",32.953492,35.21199
2485,502,ירכא,6,ירכא,"בי""ס יסודי אל-נור",,ירכא,"ירכא, ירכא",32.953492,35.21199
2488,502,ירכא,3,ירכא,"בי""ס החדשני",,ירכא,"ירכא, ירכא",32.953492,35.21199
2492,502,ירכא,8,"אלסהלאת,5 ",יסודי ב,5,אלסהלאת,"אלסהלאת 5, ירכא",32.953492,35.21199
2496,502,ירכא,1,ירכא,"בי""ס ממלכתי א",,ירכא,"ירכא, ירכא",32.953492,35.21199
2500,502,ירכא,5,"רח 198,1 ",בית ספר סריסי,1,רח 198,"רח 198 1, ירכא",32.953492,35.21199
2503,576,כברי,1,כברי,מזכירות - חדר אוכל,,כברי,"כברי, כברי",33.020985,35.147007
2505,1153,כישור,1,כישור,מבנה עובדים סוציאליים,,כישור,"כישור, כישור",32.946651,35.250213
2506,1183,כליל,1,כליל,פעוטון,,כליל,"כליל, כליל",32.983567,35.199672
2507,1296,כסרא-סמיע,8,כסרא,"בי""ס יסודי א אלמנאר",,כסרא,"כסרא, כסרא-סמיע",32.963461,35.304434
2508,1296,כסרא-סמיע,6,כסרא,מועדונית האחים,,כסרא,"כסרא, כסרא-סמיע",32.963461,35.304434
2509,1296,כסרא-סמיע,9,כפר סמיע,טיפת חלב,,כפר סמיע,"כפר סמיע, כסרא-סמיע",32.97232,35.298528
2510,1296,כסרא-סמיע,11,כסרא-סמיע,גן הדבש,,כסרא-סמיע,"כסרא-סמיע, כסרא-סמיע",32.97232,35.298528
2511,1296,כסרא-סמיע,7,כסרא,בי'ס אלחרובה,,כסרא,"כסרא, כסרא-סמיע",32.963461,35.304434
2513,1296,כסרא-סמיע,5,כפר סמיע,מועדון נוער,,כפר סמיע,"כפר סמיע, כסרא-סמיע",32.97232,35.298528
2515,1296,כסרא-סמיע,10,כסרא,אולם כנסים-בניין המועצה,,כסרא,"כסרא, כסרא-סמיע",32.963461,35.304434
2517,1263,כפר ורדים,1,תבור,"בי""ס אמירים חט""ב",,תבור,"תבור, כפר ורדים",32.9963496,35.2653138
2518,1263,כפר ורדים,2,"אשכר,55 ",מועדון 50+ (מ. מסחרי),55,אשכר,"אשכר 55, כפר ורדים",32.99637,35.2767399
2522,1263,כפר ורדים,3,אשכר,"בי""ס יסודי קשת",,אשכר,"אשכר, כפר ורדים",32.995388,35.277415
2525,507,כפר יאסיף,1,כפר יאסיף,"בי""ס חטיבת ביניים",,כפר יאסיף,"כפר יאסיף, כפר יאסיף",32.9520318,35.1599957
2529,507,כפר יאסיף,3,כפר יאסיף,"בי""ס יסודי ב' אלבוסתאן",,כפר יאסיף,"כפר יאסיף, כפר יאסיף",32.9520318,35.1599957
2532,507,כפר יאסיף,4,כפר יאסיף,"בי""ס יסודי א'",,כפר יאסיף,"כפר יאסיף, כפר יאסיף",32.9520318,35.1599957
2536,507,כפר יאסיף,2,"כפר יאסיף,3 ","בי""ס תיכון יאני",3,כפר יאסיף,"כפר יאסיף 3, כפר יאסיף",32.9520318,35.1599957
2540,297,כפר מסריק,1,כפר מסריק,קפה בצוותא,,כפר מסריק,"כפר מסריק, כפר מסריק",32.891218,35.098414
2541,579,כפר ראש הנקרה,2,"כפר ראש הנקרה,1 ",בית תרבות,1,כפר ראש הנקרה,"כפר ראש הנקרה 1, כפר ראש הנקרה",33.08609,35.113455
2543,1130,כפר רוזנואלד (זרעית),1,כפר רוזנואלד,בית העם,,כפר רוזנואלד,"כפר רוזנואלד, כפר רוזנואלד (זרעית)",33.098985,35.288522
2544,1207,לבון,1,לבון,מזכירות,,לבון,"לבון, לבון",32.94118,35.286475
2545,595,לוחמי הגיטאות,1,לוחמי הגיטאות,מזכירות הקיבוץ,,לוחמי הגיטאות,"לוחמי הגיטאות, לוחמי הגיטאות",32.962661,35.096741
2546,674,לימן,1,לימן,בית העם,,לימן,"לימן, לימן",33.058732,35.111815
2547,1173,לפידות,1,לפידות,מועדון נוער,,לפידות,"לפידות, לפידות",32.959801,35.260956
2548,517,מזרעה,5,"מזרעה,1 ",בית ספר יסודי מזרעה,1,מזרעה,"מזרעה 1, מזרעה",32.983652,35.098934
2549,517,מזרעה,6,מזרעה,בנין רב תכליתי-אולם כנסים גדול,,מזרעה,"מזרעה, מזרעה",32.983652,35.098934
2553,1205,מנות,1,מנות,מזכירות,,מנות,"מנות, מנות",33.038709,35.195156
2554,570,מעונה,1,מעונה,בית פיס קהילתי,,מעונה,"מעונה, מעונה",33.016894,35.263626
2555,518,מעיליא,1,מעיליא,"מתנ""ס",,מעיליא,"מעיליא, מעיליא",33.027194,35.256304
2557,518,מעיליא,2,מעיליא,"ביה""ס יסודי מעיליא",,מעיליא,"מעיליא, מעיליא",33.027194,35.256304
2559,1063,מעלות-תרשיחא,1,"הארזים,87 ",מחלקת רווחה ע. מעלות,87,הארזים,"הארזים 87, מעלות-תרשיחא",33.0129956,35.2841585
2560,1063,מעלות-תרשיחא,17,"אשכולות,35 ",מועדון נוער יפה נוף - מעלות,35,אשכולות,"אשכולות 35, מעלות-תרשיחא",33.0034096,35.2789598
2561,1063,מעלות-תרשיחא,4,"ז'בוטינסקי,455 ",בית יד לבנים - מעלות,455,ז'בוטינסקי,"ז'בוטינסקי 455, מעלות-תרשיחא",33.0134452,35.2819908
2562,1063,מעלות-תרשיחא,3,"מעלה המסגד,23 ","בי""ס יסודי תרשיחא",23,מעלה המסגד,"מעלה המסגד 23, מעלות-תרשיחא",33.0106235,35.2684066
2563,1063,מעלות-תרשיחא,12,"קרן היסוד,50 ",גן ילדים צמרת - מעלות,50,קרן היסוד,"קרן היסוד 50, מעלות-תרשיחא",33.0184705,35.286446
2564,1063,מעלות-תרשיחא,32,"השלושה,13 ",מועדון אומנות-תרשיחא שכ דרומית,13,השלושה,"השלושה 13, מעלות-תרשיחא",33.0486334,35.3051477
2565,1063,מעלות-תרשיחא,25,חרושת,גן בולבול,,חרושת,"חרושת, מעלות-תרשיחא",33.019962,35.277005
2566,1063,מעלות-תרשיחא,7,"הרב קוק,3 ",מרכז פיס אולם ספורט - מעלות,3,הרב קוק,"הרב קוק 3, מעלות-תרשיחא",33.0141554,35.2839044
2567,1063,מעלות-תרשיחא,13,"לוי אשכול,444 ",מרכז צעירים,444,לוי אשכול,"לוי אשכול 444, מעלות-תרשיחא",33.0164806,35.2813572
2568,1063,מעלות-תרשיחא,10,"שז""ר זלמן,5 ",גן יצהר - מעלות,5,"שז""ר זלמן","שז""ר זלמן 5, מעלות-תרשיחא",33.0167436,35.2809215
2569,1063,מעלות-תרשיחא,9,"המעפילים,1 ","בי""ס אורט - מעלות",1,המעפילים,"המעפילים 1, מעלות-תרשיחא",33.015026,35.276017
2570,1063,מעלות-תרשיחא,11,"שד ירושלים,1 ","מתנ""ס לדור ודור - מעלות",1,שד ירושלים,"שד ירושלים 1, מעלות-תרשיחא",33.0192745,35.2850305
2572,1063,מעלות-תרשיחא,18,"מרווה,8 ",גן תאנה - מעלות,8,מרווה,"מרווה 8, מעלות-תרשיחא",33.0203482,35.2889644
2573,1063,מעלות-תרשיחא,19,"הרקפת,732 ",גן דורון - מעלות,732,הרקפת,"הרקפת 732, מעלות-תרשיחא",33.0114467,35.2905025
2575,1063,מעלות-תרשיחא,6,"שד ירושלים,24 ","בי""ס הראשונים - מעלות",24,שד ירושלים,"שד ירושלים 24, מעלות-תרשיחא",33.0212502,35.2868123
2577,1063,מעלות-תרשיחא,16,"ספיר,9 ","מתנ""ס סביונים - מעלות",9,ספיר,"ספיר 9, מעלות-תרשיחא",33.0235281,35.2791645
2580,1063,מעלות-תרשיחא,33,"קרן היסוד,4 ","בי""ס יהלום",4,קרן היסוד,"קרן היסוד 4, מעלות-תרשיחא",33.0143153,35.2879902
2582,1063,מעלות-תרשיחא,5,"אלמותנבי,3 ",בית הקשיש - תרשיחא,3,אלמותנבי,"אלמותנבי 3, מעלות-תרשיחא",33.0088225,35.2680717
2584,1063,מעלות-תרשיחא,30,"הצבעוני,2 ",גן חצב,2,הצבעוני,"הצבעוני 2, מעלות-תרשיחא",33.0274008,35.2713433
2585,1063,מעלות-תרשיחא,21,הצבעוני,גן חכמת שלמה,,הצבעוני,"הצבעוני, מעלות-תרשיחא",33.0272264,35.2704033
2587,1063,מעלות-תרשיחא,24,"הארזים,815 ",בית המוזיקה,815,הארזים,"הארזים 815, מעלות-תרשיחא",33.01394,35.285471
2588,1063,מעלות-תרשיחא,14,"הרקפת,731 ",גן ילדים אילנות - מעלות,731,הרקפת,"הרקפת 731, מעלות-תרשיחא",33.0114467,35.2905025
2589,1063,מעלות-תרשיחא,26,"אתרוג,22 ",גן חבצלת,22,אתרוג,"אתרוג 22, מעלות-תרשיחא",33.0050899,35.279747
2591,1063,מעלות-תרשיחא,20,"ספיר,1 ","בי""ס יסודי מצפור הסביונים",1,ספיר,"ספיר 1, מעלות-תרשיחא",33.0235718,35.2802965
2592,1063,מעלות-תרשיחא,22,אבו אלעלא אלמערי,מועדון פיס לנוער תרשיחא,,אבו אלעלא אלמערי,"אבו אלעלא אלמערי, מעלות-תרשיחא",33.015026,35.276017
2594,325,מצובה,1,מצובה,מועדון לחבר,,מצובה,"מצובה, מצובה",33.062312,35.155705
2596,1184,מתת,1,מתת,מועדון פיס לנוער,,מתת,"מתת, מתת",33.041684,35.356695
2597,9100,נהריה,6,נווה אלון,"בי""ס רמז - בנין דרומי",,נווה אלון,"נווה אלון, נהריה",33.021289,35.095256
2599,9100,נהריה,50,"ההגנה,22 ",מועדון נוער איילון,22,ההגנה,"ההגנה 22, נהריה",33.0206153,35.096942
2602,9100,נהריה,56,"הרצל,18 ",גן אלמוגן,18,הרצל,"הרצל 18, נהריה",33.013788,35.0961496
2604,9100,נהריה,73,"גולומב,4 ","מתנ""ס גולומב",4,גולומב,"גולומב 4, נהריה",33.0086042,35.0954388
2605,9100,נהריה,8,טרומפלדור,גן יהודה הלוי,,טרומפלדור,"טרומפלדור, נהריה",33.0192901,35.1076389
2606,9100,נהריה,15,קבוץ גלויות,"בי""ס רמב""ם",,קבוץ גלויות,"קבוץ גלויות, נהריה",33.012164,35.105357
2608,9100,נהריה,17,"רמב""ם,2 ",ישיבת אור חיים,2,"רמב""ם","רמב""ם 2, נהריה",33.0091248,35.1073216
2609,9100,נהריה,58,"הר תבור,1 ",מידעטק 2000,1,הר תבור,"הר תבור 1, נהריה",33.0119376,35.1021631
2612,9100,נהריה,63,"אביר יעקב,15 ","בי""ס כצנלסון",15,אביר יעקב,"אביר יעקב 15, נהריה",33.0094195,35.1027434
2613,9100,נהריה,13,"ש קרית יוספטל,56 ","בי""ס אילנות",56,ש קרית יוספטל,"ש קרית יוספטל 56, נהריה",33.005684,35.103558
2617,9100,נהריה,65,"רמז,44 ",מרכז קהילתי,44,רמז,"רמז 44, נהריה",33.0004262,35.0900049
2618,9100,נהריה,54,"הזמיר,16 ",גן סנונית,16,הזמיר,"הזמיר 16, נהריה",33.0024573,35.1091526
2619,9100,נהריה,71,"הזמיר,1 ",גן כנרית,1,הזמיר,"הזמיר 1, נהריה",33.0015755,35.1083298
2620,9100,נהריה,60,"שריר אפרים,33 ","מרכז קהילתי ע""ש קלימיאן",33,שריר אפרים,"שריר אפרים 33, נהריה",33.0013969,35.0999101
2621,9100,נהריה,18,"עזרא,1 ","בי""ס אוסישקין",1,עזרא,"עזרא 1, נהריה",33.0016736,35.1026789
2624,9100,נהריה,53,"נחליאלי,9 ",מועדון נוער נוה רבין,9,נחליאלי,"נחליאלי 9, נהריה",33.0054486,35.1090272
2625,9100,נהריה,22,"שפרינצק,11 ","מועדון מופ""ת - לשעבר מתנ""ס",11,שפרינצק,"שפרינצק 11, נהריה",33.003388,35.1043156
2628,9100,נהריה,36,"רמז,21 ",מרכז פיס - אולם ספורט,21,רמז,"רמז 21, נהריה",33.0038798,35.0912432
2635,9100,נהריה,62,"ז'בוטינסקי,12 ",מוזיאון מגדל המים,12,ז'בוטינסקי,"ז'בוטינסקי 12, נהריה",33.0092326,35.0919802
2638,9100,נהריה,59,"אחד העם,8 ",משרדי עיר ללא אלימות,8,אחד העם,"אחד העם 8, נהריה",33.00445,35.0945107
2639,9100,נהריה,45,"שקד,17 ",מועדון נוער,17,שקד,"שקד 17, נהריה",32.9880313,35.0882565
2643,9100,נהריה,76,"שטינמץ מקס,1 ","בי""ס הרב תחומי-עמל בניין רותם",1,שטינמץ מקס,"שטינמץ מקס 1, נהריה",33.0120628,35.0976921
2646,9100,נהריה,57,"שפירא,1 ",גן השלום,1,שפירא,"שפירא 1, נהריה",33.0085361,35.0980514
2647,9100,נהריה,1,"גרינבוים,14 ",גן ילדים שיבולים,14,גרינבוים,"גרינבוים 14, נהריה",33.0144968,35.095693
2648,9100,נהריה,44,"וולפסון,68 ","מועדון ע""ש אלי כהן",68,וולפסון,"וולפסון 68, נהריה",33.0158456,35.0974342
2653,9100,נהריה,26,"בלפור,71 ","בי""ס גולדה מאיר",71,בלפור,"בלפור 71, נהריה",32.9982525,35.0900393
2654,9100,נהריה,48,"איריס,65 ","מרכז קהילתי האיריס ליד ביה""כ",65,איריס,"איריס 65, נהריה",32.9944773,35.0905438
2656,9100,נהריה,47,"גרינבוים,14 ",גן ילדים האורן,14,גרינבוים,"גרינבוים 14, נהריה",33.0144968,35.095693
2657,9100,נהריה,33,"הרצל,18 ",גן אלון,18,הרצל,"הרצל 18, נהריה",33.013788,35.0961496
2659,9100,נהריה,74,"ויצמן,88 ",אולפנת הראל לבנות,88,ויצמן,"ויצמן 88, נהריה",33.0034386,35.091831
2663,9100,נהריה,2,"שטינמץ מקס,1 ","ביה""ס הרב תחומי (עמל-שחקים)",1,שטינמץ מקס,"שטינמץ מקס 1, נהריה",33.0120628,35.0976921
2669,9100,נהריה,40,טרומפלדור,"בי""ס טרומפלדור (לשעבר)",,טרומפלדור,"טרומפלדור, נהריה",33.0192901,35.1076389
2673,9100,נהריה,43,"איריס,44 ","בי""ס ע""ש מנחם בגין",44,איריס,"איריס 44, נהריה",32.9945123,35.0907643
2679,9100,נהריה,55,"הזמיר,16 ",גן נשר,16,הזמיר,"הזמיר 16, נהריה",33.0024573,35.1091526
2680,9100,נהריה,72,"גרינבוים,2 ",גן כלנית,2,גרינבוים,"גרינבוים 2, נהריה",33.0128672,35.0957002
2681,9100,נהריה,70,"הזמיר,1 ",גן שלדג,1,הזמיר,"הזמיר 1, נהריה",33.0015755,35.1083298
2683,9100,נהריה,77,הצדף,גן צדף - שכונת אכזיב ים,,הצדף,"הצדף, נהריה",33.0419531,35.1027947
2684,1314,נווה זיו,1,נווה זיו,מבנה רב תכליתי,,נווה זיו,"נווה זיו, נווה זיו",33.027399,35.18433
2685,1147,נטועה,1,נטועה,מועדון (חדר כושר),,נטועה,"נטועה, נטועה",33.065387,35.323406
2686,1143,נס עמים,1,נס עמים,מועדון לחבר,,נס עמים,"נס עמים, נס עמים",32.965465,35.121588
2687,792,נתיב השיירה,1,נתיב השיירה,מועדון חברים,,נתיב השיירה,"נתיב השיירה, נתיב השיירה",32.991185,35.130745
2688,454,סער,1,סער,מועדון לחבר,,סער,"סער, סער",33.028689,35.109232
2689,892,עבדון,1,עבדון,מועדון האזרח הבוגר,,עבדון,"עבדון, עבדון",33.048792,35.179128
2690,376,עברון,1,עברון,מועדון לחבר,,עברון,"עברון, עברון",32.991149,35.100031
2691,289,עין המפרץ,1,עין המפרץ,חדר מוסיקה במועדון,,עין המפרץ,"עין המפרץ, עין המפרץ",32.902581,35.09304
2693,813,עין יעקב,1,"עין יעקב,1 ",מועדון אוהל עזרה,1,עין יעקב,"עין יעקב 1, עין יעקב",33.007694,35.2268452
2695,7600,עכו,112,"דרך הארבעה,22 ",גן ארגמן,22,דרך הארבעה,"דרך הארבעה 22, עכו",32.9262836,35.0792119
2696,7600,עכו,113,"שלום הגליל,3 ",מרכז הטניס,3,שלום הגליל,"שלום הגליל 3, עכו",32.9181428,35.0947686
2699,7600,עכו,12,"העלייה,2 ","ביה""ס בית-יעקב",2,העלייה,"העלייה 2, עכו",32.9278345,35.0893659
2700,7600,עכו,10,"הרב לופס,2 ","בי""ס אייל",2,הרב לופס,"הרב לופס 2, עכו",32.9268014,35.0875127
2702,7600,עכו,116,"פרלמן,471 ","מרכז נוער ע""ש בן גוריון",471,פרלמן,"פרלמן 471, עכו",32.922919,35.0955
2704,7600,עכו,2,"יל""ג,2 ","בי""ס ממלכתי גורדון",2,"יל""ג","יל""ג 2, עכו",32.9266354,35.0929514
2709,7600,עכו,38,"בורלא,2 ","בי""ס אורט בנין רוז",2,בורלא,"בורלא 2, עכו",32.9323907,35.0888545
2712,7600,עכו,109,"אברהם בן-שושן,72 ","מתנ""ס בית העם",72,אברהם בן-שושן,"אברהם בן-שושן 72, עכו",32.9310877,35.0931349
2715,7600,עכו,48,אחד העם,"בי""ס אשכול",,אחד העם,"אחד העם, עכו",32.936839,35.091827
2716,7600,עכו,17,"הרצוג,16 ",מרכז קהילתי - בית היימן,16,הרצוג,"הרצוג 16, עכו",32.9321582,35.0754991
2718,7600,עכו,20,"אבות ובנים,2 ","בי""ס אורט ק. חינוך",2,אבות ובנים,"אבות ובנים 2, עכו",32.93358,35.07436
2721,7600,עכו,23,"משה שרת,4 ","בי""ס נועם הרצוג בנות",4,משה שרת,"משה שרת 4, עכו",32.9318213,35.0788174
2722,7600,עכו,21,"משה שרת,5 ","בי""ס שובו",5,משה שרת,"משה שרת 5, עכו",32.9325943,35.0773888
2724,7600,עכו,19,"משה שרת,12 ","בי""ס יסודי התורה - צפון",12,משה שרת,"משה שרת 12, עכו",32.9313353,35.0803103
2726,7600,עכו,25,"דרך הארבעה,38 ",גן ילדים צבר (מס' 30),38,דרך הארבעה,"דרך הארבעה 38, עכו",32.9292316,35.0813154
2727,7600,עכו,27,"שני אליהו,7 ","אורט ע""ש חלמי שאפעי",7,שני אליהו,"שני אליהו 7, עכו",32.9258695,35.0701732
2729,7600,עכו,35,"יהושפט,24 ",גן נחליאלי,24,יהושפט,"יהושפט 24, עכו",32.9257997,35.076762
2730,7600,עכו,115,"יהושפט,24 ",גן ניצנים,24,יהושפט,"יהושפט 24, עכו",32.9257997,35.076762
2731,7600,עכו,29,"דרך הארבעה,38 ",גן עפרוני (מס' 92),38,דרך הארבעה,"דרך הארבעה 38, עכו",32.9292316,35.0813154
2732,7600,עכו,44,"דרך הארבעה,22 ",גן פרחי נוי,22,דרך הארבעה,"דרך הארבעה 22, עכו",32.9262836,35.0792119
2733,7600,עכו,26,"העצמאות,12 ","בי""ס ממלכתי ויצמן למדעים",12,העצמאות,"העצמאות 12, עכו",32.9297098,35.0712319
2736,7600,עכו,1,"יהושפט,30 ","בי""ס התומר",30,יהושפט,"יהושפט 30, עכו",32.9282943,35.0778398
2740,7600,עכו,30,פנקס,בית ספר אל- מנארה,,פנקס,"פנקס, עכו",32.925206,35.0757001
2741,7600,עכו,111,"ההגנה,11 ",מרכז יום לקשיש,11,ההגנה,"ההגנה 11, עכו",32.9278598,35.0694809
2745,7600,עכו,13,"האשל,9 ",גן דוכיפת,9,האשל,"האשל 9, עכו",32.9348564,35.0790437
2746,7600,עכו,7,"הדקל,1 ",גן הדקל (מס' 32),1,הדקל,"הדקל 1, עכו",32.9379795,35.076966
2747,7600,עכו,33,"הרימון,35 ",גן אלמחבה (לשעבר עינבלים),35,הרימון,"הרימון 35, עכו",32.9372374,35.0766766
2748,7600,עכו,106,"עפרוני,10 ",המרכז לגיל הרך,10,עפרוני,"עפרוני 10, עכו",32.9442125,35.0794699
2750,7600,עכו,4,"האורן,4 ","בי""ס שזר",4,האורן,"האורן 4, עכו",32.9351344,35.078078
2754,7600,עכו,100,"הדקל,1 ",גן צפרירים (מס' 33),1,הדקל,"הדקל 1, עכו",32.9379795,35.076966
2756,7600,עכו,41,"האשל,9 ",גן חוחית,9,האשל,"האשל 9, עכו",32.9348564,35.0790437
2757,7600,עכו,101,"הדקל,1 ",גן יסמין (מס' 34),1,הדקל,"הדקל 1, עכו",32.9379795,35.076966
2758,7600,עכו,15,"הכרם,2 ",גן ילדים הגפן,2,הכרם,"הכרם 2, עכו",32.940061,35.0766479
2759,7600,עכו,102,"הכרם,2 ","גן חב""ד הכרם",2,הכרם,"הכרם 2, עכו",32.940061,35.0766479
2763,7600,עכו,3,בורלא,"בי""ס עליה שניה אורט",,בורלא,"בורלא, עכו",32.931237,35.090464
2769,708,עמקה,1,עמקה,מועדון פיס לנוער,,עמקה,"עמקה, עמקה",32.977664,35.161807
2770,1246,עראמשה,1,עראמשה,"מתנ""ס",,עראמשה,"עראמשה, עראמשה",33.088834,35.228839
2771,1246,עראמשה,3,עראמשה,בית הספר היסודי,,עראמשה,"עראמשה, עראמשה",33.088834,35.228839
2772,1185,פלך,1,פלך,מזכירות,,פלך,"פלך, פלך",32.93367,35.23361
2773,535,פסוטה,2,פסוטה,מועדון לקשיש בית פיס לגיל הזהב,,פסוטה,"פסוטה, פסוטה",33.04782,35.308827
2774,535,פסוטה,1,פסוטה,"בי""ס ממלכתי יסודי",,פסוטה,"פסוטה, פסוטה",33.04782,35.308827
2777,536,פקיעין (בוקייעה),4,נאדי אלאחווה,מועדון גיל הזהב נאדי אל אחווה,,נאדי אלאחווה,"נאדי אלאחווה, פקיעין (בוקייעה)",32.976209,35.335794
2778,536,פקיעין (בוקייעה),1,פקיעין (בוקייעה),"ביה""ס מ""מ א' - אל חיכמה",,פקיעין (בוקייעה),"פקיעין (בוקייעה), פקיעין (בוקייעה)",32.976209,35.335794
2781,536,פקיעין (בוקייעה),3,"פקיעין (בוקייעה),1 ",מועדונית,1,פקיעין (בוקייעה),"פקיעין (בוקייעה) 1, פקיעין (בוקייעה)",32.976209,35.335794
2783,536,פקיעין (בוקייעה),2,פקיעין (בוקייעה),"בי""ס ממלכתי ב'",,פקיעין (בוקייעה),"פקיעין (בוקייעה), פקיעין (בוקייעה)",32.976209,35.335794
2785,281,פקיעין חדשה,1,פקיעין חדשה,בית העם,,פקיעין חדשה,"פקיעין חדשה, פקיעין חדשה",32.982195,35.323408
2786,774,צוריאל,1,צוריאל,בית העם,,צוריאל,"צוריאל, צוריאל",33.006488,35.31479
2787,390,רגבה,1,רגבה,מועדון בית העם,,רגבה,"רגבה, רגבה",32.977493,35.099129
2789,282,שבי ציון,1,שבי ציון,אולם לווינגרט,,שבי ציון,"שבי ציון, שבי ציון",32.982079,35.083005
2791,614,שומרה,1,שומרה,בית העם,,שומרה,"שומרה, שומרה",33.08247,35.281962
2792,658,שייח' דנון,1,שייח' דנון,"בי""ס מקיף השלום",,שייח' דנון,"שייח' דנון, שייח' דנון",32.9938295,35.1485684
2793,658,שייח' דנון,2,שייח' דנון,"מתנ""ס",,שייח' דנון,"שייח' דנון, שייח' דנון",32.9938295,35.1485684
2795,658,שייח' דנון,3,שייח' דנון,בית הקשיש,,שייח' דנון,"שייח' דנון, שייח' דנון",32.9938295,35.1485684
2796,812,שלומי,17,הרב מימון,"ביה""ס הרב מימון",,הרב מימון,"הרב מימון, שלומי",33.07281,35.141605
2798,812,שלומי,10,"שד בן גוריון,236 ",מרכז יום גיל הזהב,236,שד בן גוריון,"שד בן גוריון 236, שלומי",33.0685718,35.141613
2800,812,שלומי,3,אלבז נתן,"בי""ס בן צבי",,אלבז נתן,"אלבז נתן, שלומי",33.0718409,35.1444234
2803,812,שלומי,11,שכ שלומית,גן סלעית,,שכ שלומית,"שכ שלומית, שלומי",33.072609,35.145945
2804,812,שלומי,14,"סחלב,1 ",גן ילדים אורן,1,סחלב,"סחלב 1, שלומי",33.0799539,35.1556242
2805,812,שלומי,12,האלון,מעון יום הגן הקסום,,האלון,"האלון, שלומי",33.0758564,35.1558021
2806,812,שלומי,15,"סחלב,1 ",גן ברוש,1,סחלב,"סחלב 1, שלומי",33.0799539,35.1556242
2807,812,שלומי,18,שכ שלומית,גן דוכיפת,,שכ שלומית,"שכ שלומית, שלומי",33.072609,35.145945
2808,432,שמרת,1,שמרת,מזכירות הקבוץ - אולם הישיבות,,שמרת,"שמרת, שמרת",32.95148,35.094955
2809,1045,שתולה,2,שתולה,מועדון חברים,,שתולה,"שתולה, שתולה",33.085919,35.315627
